OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,lat,lon
1344,BOLLA TRUCK STOP #193,US-202 & SR-17,Mahwah,NJ,115,3.53233333,40.954344,-74.211309
1348,GLOBAL,SR-73,Palmyra,NJ,150,3.359,40.0053,-75.033894
1356,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",Milan,NM,580,3.59066666,51.291675,-113.994402
1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,465,3.98233333,41.674502,-86.622183
1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.62233333,40.803604,-81.375052
1376,FUEL MART #782,"I-75, EXIT 118",Lima                                    ,OH,411,3.08566666,40.741448,-84.108082
1379,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",Seville,OH,305,3.739,39.907347,-75.241447
1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,550,3.41566666,41.581935,-84.602896
1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,500,3.21566666,45.787229,-108.501912
1395,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",Clinton                                 ,OK,483,3.099,35.505003,-98.973886
1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,375,3.26233333,40.639018,-74.020536
1414,SAC SHOP #507,"I-70, EXIT 12/161",Breezewood                              ,PA,14,4.099,39.99925,-78.23862
1424,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,Gettysburg,PA,70,3.899,40.794689,-77.858961
1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,375,3.43233333,33.639043,-112.004242
1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg                           ,PA,70,4.049,40.213158,-77.007868
1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,135,3.43233333,34.220977,-80.668447
1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,795,3.709,41.138437,-104.812406
1447,HOT SPOT #3005,US-221,Chesnee,SC,210,3.199,35.148484,-81.863651
1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,193,3.319,34.089216,-84.340005
1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,46,3.32566666,34.182369,-79.786461
1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,210,3.099,35.048498,-82.09011
1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,135,3.199,-27.086605,-48.907528
1470,CIRCLE K #2705348,US-1,Beech Island,SC,135,3.159,33.42736,-81.89095
1479,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",Duncan,SC,210,3.43233333,34.936023,-82.145408
1487,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",Greeneville                             ,TN,405,3.499,36.165174,-82.812518
1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,285,2.899,35.091981,-85.234979
1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,435,3.189,35.112125,-89.954644
1516,LOVES TRAVEL STOP #261,I-27 EXIT 116,Amarillo,TX,585,3.23233333,35.221849,-101.840963
1531,CircleK #4702365,"I-74, EXIT 112 & SR-9",Shelbyville,IN,375,3.509,40.475594,-85.967487
1533,YESWAY #1157,US-62,Brownfield,TX,700,2.99233333,33.178657,-102.274741
1546,SHELL,"I-35, EXIT 86 & SR-85",Dilley,TX,740,3.099,-29.032169,167.952483
1548,TOOT N TOTUM #107,US-287,Dumas,TX,585,3.03233333,35.865392,-101.962718
1552,STRIPES #40911,US-59 & SR-16,Freer,TX,625,3.099,41.151909,-81.386869
1555,SEIBERT TRAVEL PLAZA,"I-70, EXIT 405 & SR-59",Seibert,CO,800,3.499,41.151909,-81.386869
1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.899,25.795362,-80.204681
1560,CATTREZ,US-20 & SR-5,Irving,NY,38,2.999,25.795362,-80.204681
1562,I MART #108,"I-40, EXIT 108",Wildersville                            ,TN,435,3.099,35.78145,-88.36032
1567,KUM & GO #4110,"I-235, EXIT 11",Des Moines,IA,320,3.02733333,41.574349,-93.61043
1579,FLYING J TRAVEL PLAZA #924- TOWN PUMP,"I-15, EXIT 122 & I-90 MM220",Butte                                   ,MT,816,3.56566666,45.735913,-108.608527
1582,LOVES TRAVEL STOP #250,I-40 EXIT 60,Amarillo,TX,585,3.314,35.221849,-101.840963
1585,Stripes 7Fleet #42498,US-385 & CR-1910,Andrews,TX,710,3.369,31.825485,-102.356098
1590,ROAD RANGER #240,"I-80 & I-94, EXIT 15-A",Lake Station,IN,365,3.559,40.887328,-96.678697
1596,FLYING J #305,"I-40, EXIT 39",Jamestown,NM,580,3.44233333,35.480487,-108.430767
1597,7-ELEVEN #36156,"I-70 & SR-519, EXIT 25/333",Eighty Four,PA,165,4.999,40.1755,-80.12977
1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.439,40.68295,-73.9708
1599,ONVO TRAVEL PLAZA,"I-81, EXIT 10",Mc Graw,NY,220,3.459,40.68295,-73.9708
1602,CIRCLE K #2723387,US-98,Beaumont,MS,620,3.56566666,31.165217,-88.933445
1606,DONNAS TRAVEL PLAZA,"I-5, EXIT 202",Marysville,WA,962,4.559,48.062073,-122.160311
1610,TA BALTIMORE TRAVEL CENTER,"I-95, EXIT 57",Baltimore                               ,MD,22,4.759,39.319732,-76.649533
1618,GO MART FOOD STORE #33,US-33,Ripley                                  ,WV,44,3.499,38.820415,-81.726704
1621,CIRCLE K #2709337,"I-65, EXIT 262B",Birmingham                              ,AL,615,3.489,33.530651,-86.800929
1622,RACEWAY #6973,US-380 & SR-114/SR-101,Bridgeport,TX,630,2.78233333,33.212762,-97.765116
1623,SAPP BROS TRAVEL CENTER,"I-70 & I-270, EXIT 278",Commerce City,CO,800,3.389,39.772243,-104.810471
1625,PILOT TRAVEL CENTERS #60,"I-26, EXIT 159",Bowman                                  ,SC,42,3.43233333,33.349348,-80.683349
1632,PILOT TRAVEL CENTERS #266,"I-10, EXIT 139 & SR-292",Las Cruces                              ,NM,640,3.19066666,40.616797,-83.596761
1633,7-ELEVEN #36302,"I-35, EXIT 144",Von Ormy,TX,740,3.109,29.278779,-98.658588
1634,PILOT TRAVEL CENTERS #40,"I-94, EXIT 322",Oak Creek,WI,444,3.889,42.879225,-87.914669
1644,ALLSUPS CONVENIENCE STORE #2414,"I-20, EXIT 235",Roscoe,TX,575,2.929,32.440683,-100.544007
1646,SPEEDWAY #8310,US-6  & US-31,Plymouth,IN,465,3.609,41.350048,-86.321181
1647,SPEEDWAY #8305,US-41 & SR-312,Hammond,IN,290,3.76566666,35.011806,-77.571517
1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.569,41.87897,-87.66063
1653,ROAD RANGER #187,"I-55, EXIT 289",Chicago,IL,520,3.599,41.87897,-87.66063
1654,CEFCO #3,US-77/US190/SR-36,Cameron,TX,670,2.989,30.858717,-96.975012
1661,CHEVRON,"I-20, EXIT 101 & SR-151",Calhoun,LA,590,3.159,32.514968,-92.353924
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.149,42.946202,-74.370213
1669,BETTY BEAVERS TRUCKSTOP,"I-90, EXIT 28",Fultonville,NY,12,3.189,42.946202,-74.370213
1670,Petro Stopping Center #54,"I-44, EXIT 4 & SR-3",Joplin,MO,277,3.449,46.786685,-92.106493
1671,LOVES TRAVEL STOP #412,"I-95, EXIT 77",Dunn,NC,205,3.699,35.310395,-78.613831
1672,HANA TRAVEL PLAZA,"I-40,  EXIT 77",Amarillo,TX,585,2.899,35.221849,-101.840963
1699,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,Sylacauga,AL,615,3.799,33.160974,-86.25918
1700,TOPPS FUEL STOPS,US-259/SR-49,Daingerfield,TX,723,3.109,33.03415,-94.726691
1720,TOOT N TOTUM #120,US-54 & S WESTERN AVE,Liberal,KS,585,3.01566666,22.282425,114.146396
1749,HIGHWAY 96 FUEL STOP,US-96 & SR-62/FM-1004,Buna                                    ,TX,610,3.149,6.254839,-75.541346
1753,PWI #169,"I-35/US-77, EXIT 359 & CR-1304",Abbott,TX,765,2.899,31.893236,-97.103895
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.199,45.014796,-92.984666
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.599,45.014796,-92.984666
1773,M-46 AUTO TRUCK PLAZA,"US-131, EXIT 120 & SR-46",Howard City,MI,344,3.099,45.014796,-92.984666
1791,PILOT TRAVEL CENTERS #257,"I-20, EXIT 126 & FM-1788",Midland                                 ,TX,710,3.56566666,32.020111,-102.117875
1807,LOVES TRAVEL STOP #229,I-40 EXIT 96 & SR-207,Panhandle,TX,585,3.314,33.22124,-94.34603
1810,KENT KWIK #804,US-83,Perryton,TX,585,2.999,36.391666,-100.805346
1829,PILOT TRAVEL CENTERS #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.719,27.242799,-80.830148
1829,PILOT TRAVEL CENTER #96,"SR- 60 & FL TURNPIKE, EXIT 193",Okeechobee,FL,143,3.699,27.242799,-80.830148
1832,CORNER FUEL CENTER,US-49,Hattiesburg,MS,620,3.299,31.307424,-89.316604
1834,PUMP N PANTRY #15,"I-20, EXIT 617 & US-59",Marshall,TX,766,2.899,30.16563,-96.842107
1849,Stripes #42457,US-67/US-277,San Angelo,TX,740,3.244,31.459689,-100.444688
1855,EXIT 76 AUTO TRUCK PLAZA,US-131,Byron Center,MI,344,3.499,42.812224,-85.72793
1858,FLYING J TRAVEL PLAZA #737,"I-10, EXIT 583",San Antonio                             ,TX,740,3.224,29.374994,-98.588562
1859,GO MART FOOD STORE #44,"I-79, EXIT 67 & US-19/SR-4",Sutton,WV,44,3.559,38.665398,-80.710359
1860,MR FUEL #278,"I-75/71, EXIT 175 & SR-338",Walton,KY,300,3.019,38.86354,-84.614704
1861,PETRO STOPPING CENTER #315,"I-40, EXIT 66",Kingman,AZ,910,3.899,35.208957,-114.023342
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.799,42.111161,-86.45104
1866,PRI MART FUEL CENTER,"I-94, EXIT 29",Benton Harbor                           ,MI,465,3.499,42.111161,-86.45104
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.749,41.866764,-86.295113
1873,JDS TRUCKSTOP,"US-12 & US-31, EXIT 3",Niles,MI,465,3.849,41.866764,-86.295113
1874,CIRCLE K #2744529,US-175,Seagoville,TX,630,2.95066666,32.644724,-96.520915
1879,HOLIDAY STATIONSTORE #3552,"I-35, EXIT 81 & SR-70",Lakeville,MN,448,3.549,47.923999,-122.300371
1888,STRIPES 7FLEET #42449,US-87,Sterling City,TX,710,3.28066666,31.836723,-100.996326
1889,TOOT N TOTUM #105,US-54 & US-287,Stratford,TX,585,2.96566666,36.33641,-102.073073
1893,MIKE MCDONALD TRUCK STOP,"I-20, EXIT 509",Terrell                                 ,TX,637,2.87066666,30.221303,-102.067703
1894,CIRCLE K #2741544,"I-37 & SR-72, EXIT 69",Three Rivers,TX,747,3.06566666,40.290233,-83.031788
1897,YESWAY #1077,"I-20/US-84, EXIT 278",Tye,TX,575,2.87566666,32.458204,-99.862533
1905,LUCKY TRUCK STOP,US-82,Whitesboro                              ,TX,630,2.88566666,31.64293,-97.9717
1909,RALLYSTOP #1,"I-15, EXIT 62",Cedar City,UT,791,3.459,37.67748,-113.06189
1914,LOVES TRAVEL STOP #792,"I-70, EXIT 160",Green River,UT,835,3.709,38.991788,-110.11284
1921,BELL TRUCK STOP,"I-80, EXIT 146",Park City,UT,835,3.45233333,40.64482,-111.496653
1923,SCENIC QUIK STOP,"I-70, EXIT 54 & US-89",Salina,UT,835,3.459,38.927041,-111.863495
1930,CASEYS #3058,"I-35, EXIT 19 & US-160 E",Wellington,KS,570,3.299,37.271514,-97.397345
1931,RBS ONE STOP,"I-15, EXIT 320",Woods Cross                             ,UT,835,3.459,40.873884,-111.917771
1934,CIRCLE K #2723710,"I-77, EXIT 24",Austinville,VA,185,3.24066666,36.85123,-80.91202
1936,QUICK STOP MARKET #36,"I-81, EXIT 10 & US-11",Bristol,VA,185,3.399,36.59649,-82.18847
1940,7-ELEVEN #40063,"I-81, EXIT 98 & SR-100",Dublin,VA,65,3.199,-27.91858,153.170689
1944,LOVES TRAVEL STOPS #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589,37.330966,-79.21695
1944,LOVES TRAVEL STOP #399,"I-77, EXIT 1 & SR-620",Lambsburg,VA,65,3.589,37.330966,-79.21695
1950,7-ELEVEN #34515,"I-81, EXIT 205",King George,VA,180,3.399,38.258353,-77.139346
1951,CIRCLE K #2723713,"I-81, EXIT 205",Staunton,VA,185,3.38566666,38.14958,-79.0717
1953,FAS MART #3555,"I-64, EXIT 136 & US-15",Gordonsville,VA,180,3.699,25.644555,-80.335923
1954,Joe's Kwik Mart #8409,US-58 & CR-645,Suffolk,VA,130,3.03233333,38.176423,-78.889338
1956,PILOT TRAVEL CENTER #4642,"I-81, EXIT 291",Toms Brook,VA,60,3.659,38.946926,-78.439519
1958,SPEEDWAY #4618,"I-81 & I-77, EXIT 77",Wytheville,VA,185,3.41233333,37.357226,-79.958157
1960,MAPLEWOOD IRVING,"I-89, EXIT 7",Montpelier                              ,VT,170,3.699,44.263716,-72.57541
1962,SUPER QUIK,"I-64, EXIT 172 & SR-1/SR-7",Grayson,KY,255,3.799,36.712205,15.091886
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.989,47.660011,-117.4058
1976,One9 #963,"I-90, EXIT 276",Spokane                                 ,WA,970,3.959,47.660011,-117.4058
1977,GEE CEES TRUCK STOP,"I-5, EXIT 57",Toledo,WA,977,3.839,46.438612,-122.84894
1983,KWIK TRIP #427,"US-53, EXIT 110 & SR-40",Bloomer,WI,295,3.41566666,26.175429,-80.099384
1985,Camp Douglas BP,"I-90 & I-94, EXIT 55",Camp Douglas                            ,WI,420,3.154,44.96419,-92.557913
2000,RIVER CITY TRAVEL PLAZA,US-41,Marinette,WI,360,3.399,45.088331,-87.633148
2002,KWIK TRIP #222,US-53/US-2,Superior,WI,334,3.339,46.70563,-92.103003
2009,KWIK TRIP #139,"I-43, EXIT 120 & CR-V/CR-OK",Sheboygan,WI,444,3.29066666,35.48621,-78.257364
2020,BFS FOODS #72,"I-68, EXIT 23 & SR-26",Bruceton Mills,WV,165,3.499,39.298879,-78.437016
2021,GO MART FOOD STORE #59,"I-64, EXIT 15 & US-60",Huntington,WV,255,3.499,38.413815,-82.428601
2022,GO MART FOOD STORE #86,"I-79, EXIT 40 & SR-16",Ivydale                                 ,WV,44,3.599,26.175429,-80.099384
2029,HOMAX SERVICE,"I-25, EXIT 188",Mills                                   ,WY,790,3.169,42.845141,-106.386072
2030,GHOST TOWN FUEL STOP,US-26/US-20,Casper,WY,790,3.429,42.844293,-106.311687
2034,TA CHEYENNE TRAVEL CENTER,"I-80, EXIT 377 & SR-217/CR-140",Cheyenne,WY,795,3.699,41.138437,-104.812406
2040,Fast Stop Travel Centers #1133,"I-25, EXIT 126 & US-18/20",Douglas,WY,790,3.499,42.755834,-105.379458
2041,PINE BLUFFS SINCLAIR,"I-80, EXIT 401 & US-30",Pine Bluffs,WY,795,3.699,42.849754,-106.323386
2044,One9 #1251,"I-80, EXIT 173",Wamsutter,WY,795,3.499,41.668378,-107.979034
2074,STRIPES #40522,"I-10, EXIT 550",San Antonio,TX,740,3.059,29.374994,-98.588562
2076,ALLSUPS CONVENIENCE STORE #2159,US-283 BUS/US-277 BUS & SR-422,Seymour,TX,770,3.299,-26.316359,-48.835183
2078,ALLSUPS CONVENIENCE STORE #2366,US-84 & CR-3300,Slaton                                  ,TX,700,2.969,27.75205,-82.678047
2084,Main Street Market #112,"I-20, EXIT 73",Wickett,TX,710,2.879,31.568452,-103.00384
2087,LWS TRUCK STOP,SR-30,Logan,UT,835,3.42566666,41.737965,-111.846011
2088,FLYING J TRAVEL PLAZA #773,"I-70, EXIT 40",Richfield                               ,UT,835,3.699,38.772523,-112.088746
2089,FLYING J TRAVEL PLAZA #774,"I-84, EXIT 7",Snowville                               ,UT,835,3.749,41.972778,-112.716387
2115,KWIK TRIP #838,SR-23/SR-33,Reedsburg,WI,420,3.194,43.535918,-89.989935
2125,BIG D #44,"I-80, EXIT 311 & SR-130",Laramie,WY,795,3.249,41.313704,-105.602581
2144,Mountain View Truck Stop,US-15,Thurmont,MD,60,4.099,39.623572,-77.410966
2152,SPEEDWAY #4709,"I-90, EXIT 102",Fairmont,MN,425,3.299,43.64956,-94.467251
2167,PILOT TRAVEL CENTERS #134,"I-94, EXIT 171 (CR 75)",Saint Cloud,MN,451,3.28733333,45.530748,-94.18087
2182,PILOT TRAVEL CENTER #4649,"I-64 & I-81, EXIT 205",Raphine,VA,185,3.659,37.357226,-79.958157
2192,GO MART FOOD STORE #51,US-19/SR-129,Mount Nebo                              ,WV,44,3.599,39.6023,-79.70783
2194,A AND A TRUCKSTOP,US-35 & CR-41,Jackson,OH,315,3.799,25.809097,-80.124558
2196,Certified Oil #400410,I-76 EXIT 43,Ravenna,OH,249,3.31566666,41.156697,-81.24258
2204,NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,615,3.68233333,33.169399,-101.80756
2209,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,695,3.03233333,34.784787,-92.258199
2219,PILOT TRAVEL CENTER #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333,34.10326,-83.831106
2219,PILOT TRAVEL CENTERS #66,"I-85, EXIT 129",Braselton,GA,16,3.27233333,34.10326,-83.831106
2223,PO JOS GAS N GO,"I-16 SR-404, EXIT 116 & US-301/SR-73",Register,GA,195,3.23233333,32.365927,-81.884804
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.299,41.762684,-88.190457
2227,SPEEDWAY #7448,SR-59,Naperville,IL,293,3.359,41.762684,-88.190457
2231,QUIKTRIP #605,"I-270, EXIT 33",Saint Louis,MO,540,2.899,38.633024,-90.244086
2255,S&G #36,"I-280, EXIT 2 & SR-795",Millbury,OH,550,3.49233333,41.564559,-83.555728
2267,Circle K #4703917,"I-65, EXIT 112 & SR-25",Cross Plains,TN,460,2.949,12.824653,80.04648
2283,CIRCLE K #2707321,SR-60,Bartow,FL,225,3.52233333,27.875866,-81.804177
2287,SAC SHOP #511,"I-76/I-70, EXIT 146 & I-99/US-220 EXIT 1",Bedford,PA,14,4.099,40.072831,-78.484576
2306,SCOTCHMAN #3894,"I-77, EXIT 73 & SR-901",Rock Hill,SC,210,3.079,34.933452,-81.019857
2310,MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,285,2.889,35.091981,-85.234979
2311,SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana                              ,TN,460,3.13233333,35.719501,-86.325307
2331,PINNERS POINT,SR-135,Portsmouth,VA,130,3.499,36.83543,-76.29827
2336,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,185,3.549,37.357226,-79.958157
2340,RSTORE #4478,SR-8 & SR-13,Prentice,WI,395,3.039,44.090584,-87.659118
2557,PWI #106,"I-30, EXIT 77B",Royse City,TX,630,2.899,32.971462,-96.330093
2602,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,407,3.35233333,39.563102,-84.295515
2623,TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",Janesville,WI,420,3.299,42.678636,-89.025807
2626,WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,838,3.319,41.786119,-107.232205
2629,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,243,3.989,40.756426,-74.057187
2635,FLYING J #584,"I-5, EXIT 278",Aurora,OR,935,3.859,29.908973,-89.941475
2638,PIT STOP TRAVEL CENTER,US-789,Riverton                                ,WY,790,4.399,43.027342,-108.386516
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.399,34.985637,-78.044823
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.299,34.985637,-78.044823
2644,FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",Erie,CO,800,3.499,40.743122,-83.823024
2756,PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",Mineral Wells,WV,430,3.499,51.209546,-2.644899
2761,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,316,2.95566666,26.173507,-80.099685
2764,LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,585,3.56233333,32.604927,-116.610496
2765,LOVES TRAVEL STOP #023,US-50 & US-287,Lamar,CO,525,3.46233333,38.074768,-102.618518
2772,PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899,41.733299,-84.891454
2772,PILOT TRAVEL CENTER #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont                                 ,IN,465,3.899,41.733299,-84.891454
2779,Stinker #121,I-84 & EXIT 208,Heyburn,ID,787,3.56066666,41.423343,-73.629503
2788,JIFFY MART #451,"I-91, EXIT 17 & SR-302",Wells River,VT,39,3.569,13.397174,-15.801286
2805,Fast Stop Travel Centers #1145,"I-15,  EXIT 31",Downey,ID,825,3.799,42.428844,-112.1235
2807,SUDDEN SERVICE #25,"I-24, EXIT 11",Clarksville,TN,460,3.30733333,36.575216,-87.333526
2811,KWIK FILL #22,"I-90, EXIT 40 & SR-34/SR-31",Weedsport,NY,220,3.899,43.048169,-76.563629
2817,Chevron #382354,"I-5/US-12, EXIT 72",Chehalis,WA,977,4.299,46.66986,-122.973954
